old
"あ、隊長！
今、テレパシーを送っていたところさ！"
"ちょっと困ったことがあってね
<STG 1001>へ行こうと思うんだ"
"事が事だからね
隊長にも一緒に来てほしい"
"“ある計画”に必要な情報があってね
それに関わる案件なんだ
<STG 1001> で待ってるよ"
"やぁ、待ってたよ、隊長
実はね、ある情報の収集を頼んでいた
友人がいるんだが――"
"彼が昨日から戻って来ないんだ
今まで何の連絡もなしに
予定より遅れることはなかった"
"途中で、何かに巻き込まれた可能性が高い――
最後に目撃されたのがこの辺りだと
いうことまでは掴んだんだけど"
"もしもの時は――
ここで落ち合うことにしてるから
ボクはここに残らないといけない"
"すまないが、隊長は
最後に目撃された場所へ向かって欲しい"
"こんなことを頼めるのは隊長しかいないんだ
厄介をかけるけど、頼んだよ"
"もしもの時は――
ここで落ち合うことにしてるから
ボクはここに残らないといけない"
"すまないが、隊長は
最後に目撃された場所へ向かって欲しい"
"こんなことを頼めるのは隊長しかいないんだ
厄介をかけるけど、頼んだよ"
"あんたは――？
え、ソネル様の！
そうか、助かった"
"情報を手に入れたはいいが
敵に襲われてこのザマだ――"
"追っ手が近くまで来ている
奴らをなんとかしてくれ！"
"あんた腕が立つんだな！
さすが、ソネル様が寄越しただけのことはある
驚いたよ"
奴らさえなんとかなれば後は一人で大丈夫だ
"ソネル様に「“例の情報”が手に入った」
と伝えてくれ！
俺もすぐ戻る――ありがとよ！"
"そうか、敵の追っ手に――
奴らも相当必死ということか
隊長に頼んで正解だったよ"
"よし！　彼が持ち帰った情報と
研究中の土が完成すれば
アレの“品種改良”が可能なはずさ"
"火薬の爆発に耐える固さと小型化が伴えば
《熟成爆弾カボチャ》を使った
“あの計画”がようやく実現できる！"
"いやぁ、ありがとう隊長！
おかげで助かったよ！"
