0,MANDRAGORA_SPECIES_INFO_1,"産まれたばかりのマンドラゴラ
30,MANDRAGORA_SPECIES_INFO_31,"侵食キノコを群生させたマンドラゴラ
黒い傘に覆われたキノコ部分は闇に溶けるため
この種のマンドラゴラは行方不明率が最も高い
近年野良マンドラゴラ問題が顕在化しているが
その4割はこの種だという調査結果も出ている","Mandragoras with proliferating invasive mushrooms, covered by black caps that blend into darkness, have the highest rate of disappearance. Recently, the issue of feral Mandragoras has become prominent, with research showing that 40% of them belong to this species.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,30,
31,MANDRAGORA_SPECIES_INFO_32,"南方の樹木の若木を生やしたマンドラゴラ
ブリアで時折見つかる南方の樹木の種が
火山地帯の温暖肥料により成長した
原生地の特性から、十分な水やりと豊富な日光
そして毛皮などで防寒対策が必要となる","Mandragoras bearing saplings of southern trees occasionally sprout from seeds of southern trees found in Bria, nurtured by warm volcanic soil. Due to their native habitat, they require adequate watering, abundant sunlight, and protection from the cold with fur and other coverings.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,31,
32,MANDRAGORA_SPECIES_INFO_33,"南方の樹木を生やしたマンドラゴラ
マンドラココナッツを生やしたマンドラゴラは
非常におおらかかつ陽気なためペットに最適
マンドラココナッツは実を成す種類の植物だが
有機肥料の配合が非常に難しく、その実は希少","Mandragoras growing southern trees, particularly those bearing Mandra Coconuts, are incredibly easygoing and cheerful, making them perfect as pets. Mandra Coconuts are a species that bear fruit, but they require a challenging blend of organic fertilizers, making their fruits rare.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,32,
33,MANDRAGORA_SPECIES_INFO_34,"南方の樹木の果実を成したマンドラゴラ
マンドラココナッツの実は南方で主食としても
親しまれる栄養価の高い木の実だが非常に硬く
頭上に実が落下した際に、打ちどころが悪いと
そのままマンドラゴラが絶命する危険性もある","Mandragoras bearing fruits of southern trees, particularly Mandra Coconuts, produce highly nutritious nuts that are also a staple food in the south. However, these nuts are extremely hard, and if a fruit falls and hits a Mandragora in a vulnerable spot, it could lead to its demise.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,33,
34,MANDRAGORA_SPECIES_INFO_35,"雨季に咲く植物を生やしたマンドラゴラ
この植物は土壌成分によって常時色が変化する
魔物由来の安価な液状肥料で容易に色調整が
できるため多くのアマチュア愛好家がおり
酸味成分が青色を強めることが知られている","Mandragoras bearing plants that bloom during the rainy season are characterized by their colors changing constantly based on soil composition. They are easily adjusted in color by inexpensive liquid fertilizers derived from monsters, attracting many amateur enthusiasts. It's known that acidic components enhance the blue hue.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,34,
35,MANDRAGORA_SPECIES_INFO_36,"雨季に咲く植物を生やしたマンドラゴラ
この植物は土壌成分によって常時色が変化する
魔物由来の安価な液状肥料で容易に色調整が
できるため多くのアマチュア愛好家がおり
苦味成分が赤色を強めることが知られている","Mandragoras bearing plants that bloom during the rainy season have colors that constantly change based on soil composition. With inexpensive liquid fertilizers derived from monsters, enthusiasts can easily adjust the color, leading to a large number of amateur enthusiasts. It's known that bitter components enhance the red hue.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,35,
36,MANDRAGORA_SPECIES_INFO_37,"雨季に咲く植物を生やしたマンドラゴラ
この植物は土壌成分によって常時色が変化する
魔物由来の安価な液状肥料で容易に色調整が
できるため多くのアマチュア愛好家がおり
色変肥料の純度が低い場合紫色に近付くという","Mandragoras bearing plants that bloom during the rainy season exhibit constant color changes based on soil composition. With inexpensive liquid fertilizers derived from monsters, enthusiasts can easily adjust the color, leading to a large number of amateur enthusiasts. It's known that if the purity of the color-changing fertilizer is low, the color tends to lean towards purple.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,36,
37,MANDRAGORA_SPECIES_INFO_38,"美しい一輪花を咲かせたマンドラゴラ
マンドラローズは湿気を特に嫌う植物で
さらに肥料も多量に必要な上、茎には棘があり
手間がかかるため、育成難度はかなり高い
しかしその分、花は美しく高値で取引される","Mandragoras bearing beautiful single flowers, such as Mandra Roses, particularly dislike humidity. Additionally, they require large amounts of fertilizer and have thorns on their stems, making them quite labor-intensive to cultivate. Consequently, their cultivation difficulty is quite high. However, their flowers are exceptionally beautiful and fetch high prices in trade.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,37,
38,MANDRAGORA_SPECIES_INFO_39,"美しい一輪花を咲かせたマンドラゴラ
フィンダム原種に咲く植物としては
青いマンドラローズが最も価値が高い
鮮やかな色を保つには、人工的な着色が未だに
必要で、現在も多くの養根家が研究している","Mandragoras bearing beautiful single flowers, such as the Mandra Rose, are highly valued as plants native to Findam. Among them, the blue Mandra Rose is the most valuable. To maintain its vibrant color, artificial coloring is still necessary, prompting many cultivators to continue researching methods.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,38,
39,MANDRAGORA_SPECIES_INFO_40,"美しい一輪花を咲かせたマンドラゴラ
情熱的な赤いマンドラローズは発見された途端
瞬く間に大陸中で贈り物の定番となった
花を大きく強く咲かせるためには、無機肥料と
十分な水分を与えることが重要となる","Mandragoras bearing beautiful single flowers, such as the passionate red Mandra Rose, became a staple gift across the continent as soon as they were discovered. To encourage the flowers to bloom vigorously, it's crucial to provide them with ample inorganic fertilizer and sufficient moisture.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,39,
40,MANDRAGORA_SPECIES_INFO_41,"美しい一輪花を咲かせたマンドラゴラ
黄色のマンドラローズは別れの意味があり
単に目を楽しませる品種として愛でられている
花を大きく強く咲かせるためには、無機肥料と
十分な水分を与えることが重要となる","Mandragoras bearing beautiful single flowers, like the yellow Mandra Rose, symbolize farewells and are cherished as varieties simply for visual enjoyment. To encourage these flowers to bloom vigorously, it's important to provide them with ample inorganic fertilizer and sufficient moisture.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,40,
41,MANDRAGORA_SPECIES_INFO_42,"美しい一輪花を咲かせたマンドラゴラ
紫色のマンドラローズには気品と威厳があり
敬意を表すにはもってこいの贈り物である
花を大きく強く咲かせるためには、無機肥料と
十分な水分を与えることが重要となる","The beautiful single-flowered Mandragora
The purple Mandra Rose has elegance and dignity,
and is an ideal gift to show respect.
To make these flowers bloom larger and more beautifully,
it's important to provide adequate inorganic fertilizer and sufficient water.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,41,
42,MANDRAGORA_SPECIES_INFO_43,"美しい一輪花を咲かせたマンドラゴラ
マンドラローズ種は比較的新しい品種のため
様々な色の発色には色素肥料が使われている
花を大きく強く咲かせるためには、無機肥料と
十分な水分を与えることが重要となる","A Mandragora blooming a beautiful flower.
The Mandragora Rose species is relatively new;
various colors are achieved with pigment fertilizers.
To ensure large, robust blooms,
providing adequate inorganic fertilizer
and ample water is essential.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,42,
43,MANDRAGORA_SPECIES_INFO_44,"美しい一輪花を咲かせたマンドラゴラ
黒い色は吸い込まれるように禍々しく
一部のマニアに熱狂的な人気がある
花を大きく強く咲かせるためには、無機肥料と
十分な水分を与えることが重要となる","A Mandragora blooming a beautiful flower.
The black hue ominously draws fascination
from some enthusiasts fervently.
To ensure large, robust blooms,
providing adequate inorganic fertilizer
and ample water is essential.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,43,
44,MANDRAGORA_SPECIES_INFO_45,"非常に希少な植物の花を咲かせたマンドラゴラ
青いマンドラフレシアはフィンダム原種にしか
発生が確認されていない極貴重な品種
寄生生物であるため、根部の消耗が激しく
肉や液体肥料で精を付けてやる必要がある","A Mandragora blooming the flower of an extremely rare plant.
The blue Mandrafreesia is an extremely precious variety
only found in the Findam original species.
As a parasitic organism, its root exhaustion is severe,
requiring nourishment with flesh or liquid fertilizers.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,44,
45,MANDRAGORA_SPECIES_INFO_46,"非常に希少な植物の花を咲かせたマンドラゴラ
最も見られる可能性の高いポピュラーな色だが
死肉のような柄に虫がたかることもある
寄生生物であるため、根部の消耗が激しく
肉や液体肥料で精を付けてやる必要がある","A Mandragora blooming the flower of an extremely rare plant.
While it's the most commonly seen, it may attract insects
due to its pattern resembling rotting flesh.
As a parasitic organism, its root exhaustion is severe,
nourishing with flesh or liquid fertilizers is necessary.",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,45,
46,MANDRAGORA_SPECIES_INFO_47,"非常に希少な植物の花を咲かせたマンドラゴラ
自ら養分を合成することができないため
明るい見た目とは裏腹に、太陽光は好まない
寄生生物であるため、根部の消耗が激しく
肉や液体肥料で精を付けてやる必要がある","非常に希少な植物の花を咲かせたマンドラゴラ
自ら養分を合成することができないため
明るい見た目とは裏腹に、太陽光は好まない
寄生生物であるため、根部の消耗が激しく
肉や液体肥料で精を付けてやる必要がある",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,46,
47,MANDRAGORA_SPECIES_INFO_48,"非常に希少な植物の花を咲かせたマンドラゴラ
感染症に罹った個体から偶然発見される種で
根部に与えた有機肥料によって色が変わる
寄生植物であるため、根部の消耗が激しく
肉や液体肥料で精を付けてやる必要がある","非常に希少な植物の花を咲かせたマンドラゴラ
感染症に罹った個体から偶然発見される種で
根部に与えた有機肥料によって色が変わる
寄生植物であるため、根部の消耗が激しく
肉や液体肥料で精を付けてやる必要がある",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,47,
48,MANDRAGORA_SPECIES_INFO_101,"チリマンドラゴラ科の幼生体
マンドラゴラがフィンダム外に持ち出され
急速に多様なマンドラゴラ系植物が創られた
マンドラゴラを高温肥料で育てることにより
捕食者に灼熱感を与える毒を有するようになる","チリマンドラゴラ科の幼生体
マンドラゴラがフィンダム外に持ち出され
急速に多様なマンドラゴラ系植物が創られた
マンドラゴラを高温肥料で育てることにより
捕食者に灼熱感を与える毒を有するようになる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,48,
49,MANDRAGORA_SPECIES_INFO_102,"チリマンドラゴラ科の成体
チリマンドラゴラの毒は赤色の元となっており
冷却により、その毒性が弱まる特性がある
また、毒液は防虫や食品加工、染色などへの
有用性が現在期待されている","チリマンドラゴラ科の成体
チリマンドラゴラの毒は赤色の元となっており
冷却により、その毒性が弱まる特性がある
また、毒液は防虫や食品加工、染色などへの
有用性が現在期待されている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,49,
50,MANDRAGORA_SPECIES_INFO_103,"チリマンドラゴラの観葉体
チリマンドラゴラはフィンダム原生種より
気性が荒いが、中でも花を咲かせず成長した
観葉体は特に凶暴であることが分かっている
子どものいる家庭での育成は推奨できない","チリマンドラゴラの観葉体
チリマンドラゴラはフィンダム原生種より
気性が荒いが、中でも花を咲かせず成長した
観葉体は特に凶暴であることが分かっている
子どものいる家庭での育成は推奨できない",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,50,
51,MANDRAGORA_SPECIES_INFO_104,"固有種の花を咲かせたチリマンドラゴラ
チリマンドラゴラは恒温であり寒さに強いため
冬場の栽培植物として注目されている
特にマンドラフラワーの咲く種は丈夫だが
冷やし過ぎると花が白くなり枯死してしまう","固有種の花を咲かせたチリマンドラゴラ
チリマンドラゴラは恒温であり寒さに強いため
冬場の栽培植物として注目されている
特にマンドラフラワーの咲く種は丈夫だが
冷やし過ぎると花が白くなり枯死してしまう",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,51,
52,MANDRAGORA_SPECIES_INFO_105,"固有種の花を咲かせたチリマンドラゴラ
チリマンドラゴラに水分は必須ではないため
水を与えすぎると変色することがある
仕組みは明らかとなっていないが
目の錯覚説と肥料の成分原因説が有力である","固有種の花を咲かせたチリマンドラゴラ
チリマンドラゴラに水分は必須ではないため
水を与えすぎると変色することがある
仕組みは明らかとなっていないが
目の錯覚説と肥料の成分原因説が有力である",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,52,
53,MANDRAGORA_SPECIES_INFO_106,"固有種の花を咲かせたチリマンドラゴラ
赤い花には根部と同様の熱毒を持っており
花の色は健康のバロメータにもなっている
濃く鮮やかな色であるほど健康な状態であり
花色調整のための冷却は個体に負荷がかかる","固有種の花を咲かせたチリマンドラゴラ
赤い花には根部と同様の熱毒を持っており
花の色は健康のバロメータにもなっている
濃く鮮やかな色であるほど健康な状態であり
花色調整のための冷却は個体に負荷がかかる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,53,
54,MANDRAGORA_SPECIES_INFO_107,"固有種の花を咲かせたチリマンドラゴラ
熱を奪う水分を与えられ花色が薄くなった種で
毒が和らげられた花弁部は生食できるため
一部の物好きで裕福なレスタニアン達の間では
高値で取引されている","固有種の花を咲かせたチリマンドラゴラ
熱を奪う水分を与えられ花色が薄くなった種で
毒が和らげられた花弁部は生食できるため
一部の物好きで裕福なレスタニアン達の間では
高値で取引されている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,54,
55,MANDRAGORA_SPECIES_INFO_108,"固有種の花を咲かせたチリマンドラゴラ
冷えて花が白くなったチリマンドラゴラは本来
すぐに死んでしまうほど弱っている状態だが
人間用栄養剤を与えることで生存を保っている
花は特別美しく、50万Gの値がついたことも","固有種の花を咲かせたチリマンドラゴラ
冷えて花が白くなったチリマンドラゴラは本来
すぐに死んでしまうほど弱っている状態だが
人間用栄養剤を与えることで生存を保っている
花は特別美しく、50万Gの値がついたことも",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,55,
56,MANDRAGORA_SPECIES_INFO_109,"固有種の花を群生させたチリマンドラゴラ
チリマンドラゴラ種は人工配合した種のため
様々な花色を育てるには熟練度が必要であり
近年発足したマンドラゴラ・ブリーダー資格の
テストとして定められている","固有種の花を群生させたチリマンドラゴラ
チリマンドラゴラ種は人工配合した種のため
様々な花色を育てるには熟練度が必要であり
近年発足したマンドラゴラ・ブリーダー資格の
テストとして定められている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,56,
57,MANDRAGORA_SPECIES_INFO_110,"固有種の花を群生させたチリマンドラゴラ
マンドラゴラという植物は雌雄同体であるため
基本的には一個体のみで繁殖が可能だが
チリマンドラゴラは開花しても結実できない
度重なる人工栽培による弊害と考えられている","固有種の花を群生させたチリマンドラゴラ
マンドラゴラという植物は雌雄同体であるため
基本的には一個体のみで繁殖が可能だが
チリマンドラゴラは開花しても結実できない
度重なる人工栽培による弊害と考えられている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,57,
58,MANDRAGORA_SPECIES_INFO_111,"固有種の花を群生させたチリマンドラゴラ
花は香辛料のような刺激と豊かな香りを持ち
滋養強壮に効果があることが分かっている
雑味のない風味を持つ黄花を育てるためには
自然由来の水資源で生命力を与えることが重要","固有種の花を群生させたチリマンドラゴラ
花は香辛料のような刺激と豊かな香りを持ち
滋養強壮に効果があることが分かっている
雑味のない風味を持つ黄花を育てるためには
自然由来の水資源で生命力を与えることが重要",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,58,
59,MANDRAGORA_SPECIES_INFO_112,"固有種の花を群生させたチリマンドラゴラ
魔力の高い低温肥料によって根温度を極限まで
下げながら、栄養剤によって基幹増強をすると
低温でも枯死せずに純白の花が咲くことがある
高い肥料配合技術が成せる奇跡の品種である","固有種の花を群生させたチリマンドラゴラ
魔力の高い低温肥料によって根温度を極限まで
下げながら、栄養剤によって基幹増強をすると
低温でも枯死せずに純白の花が咲くことがある
高い肥料配合技術が成せる奇跡の品種である",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,59,
60,MANDRAGORA_SPECIES_INFO_113,"胞子によってキノコを成したチリマンドラゴラ
赤い根部と青く光沢あるキノコの組み合わせは
観賞用に人気で、剥製化の研究も進んでいる
キノコ部分は鉱質であり、根部と切り離しても
500年は傷み始めないことが分かっている","胞子によってキノコを成したチリマンドラゴラ
赤い根部と青く光沢あるキノコの組み合わせは
観賞用に人気で、剥製化の研究も進んでいる
キノコ部分は鉱質であり、根部と切り離しても
500年は傷み始めないことが分かっている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,60,
61,MANDRAGORA_SPECIES_INFO_114,"胞子によってキノコを成したチリマンドラゴラ
固有毒にも耐えうるこのキノコの成体は珍しく
自然下では、地中の鉱石に根を張り成長する
特に宝石の原石に宿ったものは貴重とされ
その石の色を映した美しい姿になるという","胞子によってキノコを成したチリマンドラゴラ
固有毒にも耐えうるこのキノコの成体は珍しく
自然下では、地中の鉱石に根を張り成長する
特に宝石の原石に宿ったものは貴重とされ
その石の色を映した美しい姿になるという",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,61,
62,MANDRAGORA_SPECIES_INFO_115,"胞子によってキノコを成したチリマンドラゴラ
黄石英などに発生したキノコは黄味がかった
色合いになることが多い
レスタニアの伝承では、このような茸石は
特別な魔力を持っていると信じられている","胞子によってキノコを成したチリマンドラゴラ
黄石英などに発生したキノコは黄味がかった
色合いになることが多い
レスタニアの伝承では、このような茸石は
特別な魔力を持っていると信じられている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,62,
63,MANDRAGORA_SPECIES_INFO_116,"胞子によってキノコを成したチリマンドラゴラ
最も強力な魔石である水晶から出来た茸石は
ピュアホワイトの美を誇り、高い価値を持つ
キノコを食すことで水晶の魔力を取り込めると
謳われているが、科学的には未検証である","胞子によってキノコを成したチリマンドラゴラ
最も強力な魔石である水晶から出来た茸石は
ピュアホワイトの美を誇り、高い価値を持つ
キノコを食すことで水晶の魔力を取り込めると
謳われているが、科学的には未検証である",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,63,
64,MANDRAGORA_SPECIES_INFO_117,"キノコが群生したチリマンドラゴラ
自然下では、茸石は湿度と温度の適した
鍾乳洞などで発生することが確認されている
チリマンドラゴラの頭部は生育環境として優れ
湿度を保たせることで突鉱のように群生する","キノコが群生したチリマンドラゴラ
自然下では、茸石は湿度と温度の適した
鍾乳洞などで発生することが確認されている
チリマンドラゴラの頭部は生育環境として優れ
湿度を保たせることで突鉱のように群生する",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,64,
65,MANDRAGORA_SPECIES_INFO_118,"キノコが群生したチリマンドラゴラ
茸石は、キノコが均等な大きさで群生した頃に
頭部にはめ込んだ宝石ごと収穫する
生育湿度が不十分だと菌糸が根部にまで及び
収穫時に脳を傷つけてしまうことがある","キノコが群生したチリマンドラゴラ
茸石は、キノコが均等な大きさで群生した頃に
頭部にはめ込んだ宝石ごと収穫する
生育湿度が不十分だと菌糸が根部にまで及び
収穫時に脳を傷つけてしまうことがある",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,65,
66,MANDRAGORA_SPECIES_INFO_119,"キノコが群生したチリマンドラゴラ
連なる黄金の傘が金貨の山に見えることから
別名「金茸石」とも呼ばれ、商人に人気がある
トパーズは直射日光により脱色しやすいため
布や紙などで覆いを作って育てる必要がある","キノコが群生したチリマンドラゴラ
連なる黄金の傘が金貨の山に見えることから
別名「金茸石」とも呼ばれ、商人に人気がある
トパーズは直射日光により脱色しやすいため
布や紙などで覆いを作って育てる必要がある",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,66,
67,MANDRAGORA_SPECIES_INFO_120,"キノコが群生したチリマンドラゴラ
水晶には自浄作用があるためそのままでは
キノコが成長しにくい環境になってしまう
群生させるためには継続的な植菌と培養が必要
茸石の中では最も価値の高い種とされている","キノコが群生したチリマンドラゴラ
水晶には自浄作用があるためそのままでは
キノコが成長しにくい環境になってしまう
群生させるためには継続的な植菌と培養が必要
茸石の中では最も価値の高い種とされている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,67,
