0,MANDRAGORA_SPECIES_INFO_1,"産まれたばかりのマンドラゴラ
68,MANDRAGORA_SPECIES_INFO_121,"異国の落葉樹が生えたチリマンドラゴラ
チリマンドラゴラに生える樹花は
マンドラゴラなどに生える樹花と似ているが
別品種であり、香りと赤みがより強い
花芽を増やすには有機肥料が必要","異国の落葉樹が生えたチリマンドラゴラ
チリマンドラゴラに生える樹花は
マンドラゴラなどに生える樹花と似ているが
別品種であり、香りと赤みがより強い
花芽を増やすには有機肥料が必要",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,68,
69,MANDRAGORA_SPECIES_INFO_122,"異国の樹花を咲かせたチリマンドラゴラ
チリマンドラゴラ種に生える樹花がつける実は
非常に香り高く、酒やジャムなどに使用される
基本的な花蕾育成肥料に加え、即効性のある
栄養剤を多く与えることで実が増えるという","異国の樹花を咲かせたチリマンドラゴラ
チリマンドラゴラ種に生える樹花がつける実は
非常に香り高く、酒やジャムなどに使用される
基本的な花蕾育成肥料に加え、即効性のある
栄養剤を多く与えることで実が増えるという",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,69,
70,MANDRAGORA_SPECIES_INFO_123,"異国の樹花が満開に咲いたチリマンドラゴラ
薄紅色の花は強い香りを放ち害虫を遠ざける
効果がある上に、花持ちも良いため
ノーマル種の樹花と共に育てる養根家が多い
しかし、気が荒いため喧嘩には注意が必要","異国の樹花が満開に咲いたチリマンドラゴラ
薄紅色の花は強い香りを放ち害虫を遠ざける
効果がある上に、花持ちも良いため
ノーマル種の樹花と共に育てる養根家が多い
しかし、気が荒いため喧嘩には注意が必要",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,70,
71,MANDRAGORA_SPECIES_INFO_124,"雨季に咲く植物を生やしたチリマンドラゴラ
この植物は土壌成分によって常時色が変化する
酸味成分が青色を強めることが知られているが
チリマンドラゴラは根部が非常に乾燥しやすく
十分な湿度を保つことが育成に重要となる","雨季に咲く植物を生やしたチリマンドラゴラ
この植物は土壌成分によって常時色が変化する
酸味成分が青色を強めることが知られているが
チリマンドラゴラは根部が非常に乾燥しやすく
十分な湿度を保つことが育成に重要となる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,71,
72,MANDRAGORA_SPECIES_INFO_125,"雨季に咲く植物を生やしたチリマンドラゴラ
この植物は土壌成分によって常時色が変化する
苦味成分が赤色を強めることが知られているが
チリマンドラゴラは根部が非常に乾燥しやすく
十分な湿度を保つことが育成に重要となる","雨季に咲く植物を生やしたチリマンドラゴラ
この植物は土壌成分によって常時色が変化する
苦味成分が赤色を強めることが知られているが
チリマンドラゴラは根部が非常に乾燥しやすく
十分な湿度を保つことが育成に重要となる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,72,
73,MANDRAGORA_SPECIES_INFO_126,"雨季に咲く植物を生やしたチリマンドラゴラ
この植物は土壌成分によって常時色が変化し
色変肥料の純度が低い場合紫色に近付くという
チリマンドラゴラは根部が非常に乾燥しやすく
十分な湿度を保つことが育成に重要となる","雨季に咲く植物を生やしたチリマンドラゴラ
この植物は土壌成分によって常時色が変化し
色変肥料の純度が低い場合紫色に近付くという
チリマンドラゴラは根部が非常に乾燥しやすく
十分な湿度を保つことが育成に重要となる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,73,
74,MANDRAGORA_SPECIES_INFO_127,"美しい一輪花を咲かせたチリマンドラゴラ
全身に血を浴びたかのように真っ赤な姿だが
性格は至って温厚で寂しがり屋である
十分な有機肥料さえあれば、特別な育成が
無くとも真っ赤に育つため重宝されている","美しい一輪花を咲かせたチリマンドラゴラ
全身に血を浴びたかのように真っ赤な姿だが
性格は至って温厚で寂しがり屋である
十分な有機肥料さえあれば、特別な育成が
無くとも真っ赤に育つため重宝されている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,74,
75,MANDRAGORA_SPECIES_INFO_128,"美しい一輪花を咲かせたチリマンドラゴラ
活発で人懐こい性格だが、スキンシップは棘の
処理を適切に行った後でなければ危険である
十分な有機肥料さえあれば、特別な育成が
無くとも真っ赤に育つため重宝されている","美しい一輪花を咲かせたチリマンドラゴラ
活発で人懐こい性格だが、スキンシップは棘の
処理を適切に行った後でなければ危険である
十分な有機肥料さえあれば、特別な育成が
無くとも真っ赤に育つため重宝されている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,75,
76,MANDRAGORA_SPECIES_INFO_129,"美しい一輪花を咲かせたチリマンドラゴラ
真っ赤な根部から生える真っ白な花は
その白さがより際立ち、格別に愛されている
チリマンドラゴラ種に純白のマンドラローズを
咲かせるためは、人工染料が最も手軽とされる","美しい一輪花を咲かせたチリマンドラゴラ
真っ赤な根部から生える真っ白な花は
その白さがより際立ち、格別に愛されている
チリマンドラゴラ種に純白のマンドラローズを
咲かせるためは、人工染料が最も手軽とされる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,76,
77,MANDRAGORA_SPECIES_INFO_130,"非常に希少な花が咲いたチリマンドラゴラ
謎多きマンドラフレシアだがチリ系は持ち前の
高体温により咲きやすいといった報告もある
開花を早めるには、十分な有機肥料の他に
たっぷりの水分を与えると良いなどの噂もある","非常に希少な花が咲いたチリマンドラゴラ
謎多きマンドラフレシアだがチリ系は持ち前の
高体温により咲きやすいといった報告もある
開花を早めるには、十分な有機肥料の他に
たっぷりの水分を与えると良いなどの噂もある",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,77,
78,MANDRAGORA_SPECIES_INFO_131,"非常に希少な花が咲いたチリマンドラゴラ
格別に美しく臭いも強烈な植物だが、触れると
粘りのある取れにくい花粉が付着するので注意
やはり色は成長過程で人工着色する必要があり
萎れた花の汁は染料としても利用ができるほど","非常に希少な花が咲いたチリマンドラゴラ
格別に美しく臭いも強烈な植物だが、触れると
粘りのある取れにくい花粉が付着するので注意
やはり色は成長過程で人工着色する必要があり
萎れた花の汁は染料としても利用ができるほど",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,78,
79,MANDRAGORA_SPECIES_INFO_201,"産まれたばかりのアルビノマンドラゴラ
色素異常によって偶然生まれたとされているが
人の手によって１つの品種として残された
強い日差しに弱く、日差しを遮りながら育てて
やると丈夫に育ちやすいことが分かっている","産まれたばかりのアルビノマンドラゴラ
色素異常によって偶然生まれたとされているが
人の手によって１つの品種として残された
強い日差しに弱く、日差しを遮りながら育てて
やると丈夫に育ちやすいことが分かっている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,79,
80,MANDRAGORA_SPECIES_INFO_202,"基本的な成長を遂げたアルビノマンドラゴラ
アルビノは植物的身体構造を持ちながら
太陽光に弱いため、開花時などの養分を多く
消費する時期には、豊富な養分だけでなく
布などで覆い、保護する必要がある","基本的な成長を遂げたアルビノマンドラゴラ
アルビノは植物的身体構造を持ちながら
太陽光に弱いため、開花時などの養分を多く
消費する時期には、豊富な養分だけでなく
布などで覆い、保護する必要がある",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,80,
81,MANDRAGORA_SPECIES_INFO_203,"栄養の偏りにより　　　
花を咲かせず成長したアルビノマンドラゴラ
アルビノ種の育成に慣れない駆け出し養根家が
陥りやすい育成の谷と呼ばれている
開花養分や遮光素材不足の場合が多い","栄養の偏りにより　　　
花を咲かせず成長したアルビノマンドラゴラ
アルビノ種の育成に慣れない駆け出し養根家が
陥りやすい育成の谷と呼ばれている
開花養分や遮光素材不足の場合が多い",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,81,
82,MANDRAGORA_SPECIES_INFO_204,"固有種の花を咲かせたアルビノマンドラゴラ
肥料を経口摂取するアルビノ種には人間の
模倣行動がよく見られ、植物でありながら
肉や草などを好む個体も発見されている
濃縮された肥料の色素は頭部に強く反映される","固有種の花を咲かせたアルビノマンドラゴラ
肥料を経口摂取するアルビノ種には人間の
模倣行動がよく見られ、植物でありながら
肉や草などを好む個体も発見されている
濃縮された肥料の色素は頭部に強く反映される",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,82,
83,MANDRAGORA_SPECIES_INFO_205,"固有種の花を咲かせたアルビノマンドラゴラ
アルビノ種は大食漢であり、手足の根毛から
だけでなく前部の口のように開閉する穴からも
直接養分を摂取し、頭部植物へ吸収できる
そのため味覚に近い感覚器官が発達している","固有種の花を咲かせたアルビノマンドラゴラ
アルビノ種は大食漢であり、手足の根毛から
だけでなく前部の口のように開閉する穴からも
直接養分を摂取し、頭部植物へ吸収できる
そのため味覚に近い感覚器官が発達している",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,83,
84,MANDRAGORA_SPECIES_INFO_206,"固有種の花を咲かせたアルビノマンドラゴラ
研究のためアルビノ種に肉のみを与えていた
ある研究者が突如行方不明となる事件があった
肉の味を覚えたアルビノマンドラゴラには
十分な注意が必要である","固有種の花を咲かせたアルビノマンドラゴラ
研究のためアルビノ種に肉のみを与えていた
ある研究者が突如行方不明となる事件があった
肉の味を覚えたアルビノマンドラゴラには
十分な注意が必要である",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,84,
85,MANDRAGORA_SPECIES_INFO_207,"固有種の花を咲かせたアルビノマンドラゴラ
アルビノ種は養分吸収の多くを口穴から
摂取するため鉱物などは肥料として適さないが
一方で、大型魔物の骨などは容易くかみ砕く
見た目に反して逞しく野生的な面もある","固有種の花を咲かせたアルビノマンドラゴラ
アルビノ種は養分吸収の多くを口穴から
摂取するため鉱物などは肥料として適さないが
一方で、大型魔物の骨などは容易くかみ砕く
見た目に反して逞しく野生的な面もある",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,85,
86,MANDRAGORA_SPECIES_INFO_208,"固有種の花を咲かせたアルビノマンドラゴラ
紫のマンドラフラワーは主に染料の素材として
重宝されているが、特にアルビノ種の染料は
混じりけがなく高価で取引されている
その紫は、様々な自然色素の凝縮である","固有種の花を咲かせたアルビノマンドラゴラ
紫のマンドラフラワーは主に染料の素材として
重宝されているが、特にアルビノ種の染料は
混じりけがなく高価で取引されている
その紫は、様々な自然色素の凝縮である",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,86,
87,MANDRAGORA_SPECIES_INFO_209,"固有種の花を咲かせたアルビノマンドラゴラ
純白の姿は一部に畏怖や憧憬を抱かせるもので
祝事などの儀式道具に利用される過去もあった
今では愛護の観点から反対する養根家も多いが
未だに誤解されることの多い種である","固有種の花を咲かせたアルビノマンドラゴラ
純白の姿は一部に畏怖や憧憬を抱かせるもので
祝事などの儀式道具に利用される過去もあった
今では愛護の観点から反対する養根家も多いが
未だに誤解されることの多い種である",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,87,
88,MANDRAGORA_SPECIES_INFO_210,"固有種の花を群生させたアルビノマンドラゴラ
アルビノ種は元来持つ色素が少ないため
肥料から採る色素が非常に重要である
人の与える様々な有機肥料よりもマンドラゴラ
由来の肥料の方が、鮮やかな発色になるという","固有種の花を群生させたアルビノマンドラゴラ
アルビノ種は元来持つ色素が少ないため
肥料から採る色素が非常に重要である
人の与える様々な有機肥料よりもマンドラゴラ
由来の肥料の方が、鮮やかな発色になるという",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,88,
89,MANDRAGORA_SPECIES_INFO_211,"固有種の花を群生させたアルビノマンドラゴラ
マンドラゴラの葉や花は人間にとって有毒だが
マンドラゴラの飼育用としては完全肥料である
アルビノ種に与えれば艶やかに美しく育つが
共食いの倫理的問題が論争を巻き起こしている","固有種の花を群生させたアルビノマンドラゴラ
マンドラゴラの葉や花は人間にとって有毒だが
マンドラゴラの飼育用としては完全肥料である
アルビノ種に与えれば艶やかに美しく育つが
共食いの倫理的問題が論争を巻き起こしている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,89,
90,MANDRAGORA_SPECIES_INFO_212,"固有種の花を群生させたアルビノマンドラゴラ
マンドラフラワーは人間にとっては有毒だが
マンドラゴラの飼育用としては完全肥料である
共食いという過程を経て育成された個体は
野性の特性が強化されより攻撃的になる","固有種の花を群生させたアルビノマンドラゴラ
マンドラフラワーは人間にとっては有毒だが
マンドラゴラの飼育用としては完全肥料である
共食いという過程を経て育成された個体は
野性の特性が強化されより攻撃的になる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,90,
91,MANDRAGORA_SPECIES_INFO_213,"固有種の花を群生させたアルビノマンドラゴラ
紫のマンドラフラワー群生体は非常に希少で
他種が花を食まないよう隔離され育成される
原生地でも同様に育てられてきた歴史を持ち
気位が高く自己中心的な気質が全体に見られる","固有種の花を群生させたアルビノマンドラゴラ
紫のマンドラフラワー群生体は非常に希少で
他種が花を食まないよう隔離され育成される
原生地でも同様に育てられてきた歴史を持ち
気位が高く自己中心的な気質が全体に見られる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,91,
92,MANDRAGORA_SPECIES_INFO_214,"固有種の花を群生させたアルビノマンドラゴラ
マンドラゴラの複数栽培環境下では
アルビノ種が他種の頭部植物を食むことがあり
マンドラゴラ科で初めての共食いが確認された
命は奪わないよう根部には手を出さないようだ","固有種の花を群生させたアルビノマンドラゴラ
マンドラゴラの複数栽培環境下では
アルビノ種が他種の頭部植物を食むことがあり
マンドラゴラ科で初めての共食いが確認された
命は奪わないよう根部には手を出さないようだ",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,92,
93,MANDRAGORA_SPECIES_INFO_215,"異国の落葉樹が生えたアルビノマンドラゴラ
白い樹肌のアルビノ種とこの落葉樹の
組み合わせは「コマチ」という別名を持つ
花芽形成の時期に水分を十分に与え、根部にも
有機肥料を与え肥やしてやることが重要である","異国の落葉樹が生えたアルビノマンドラゴラ
白い樹肌のアルビノ種とこの落葉樹の
組み合わせは「コマチ」という別名を持つ
花芽形成の時期に水分を十分に与え、根部にも
有機肥料を与え肥やしてやることが重要である",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,93,
94,MANDRAGORA_SPECIES_INFO_216,"異国の樹花を咲かせたアルビノマンドラゴラ
一般的にマンドラゴラの頭部で育った落葉樹は
花の寿命が長く、時が止まった様と称される
しかしこの樹の花や葉は香り高く美味なため
アルビノ種は自ら毟り食べてしまうこともある","異国の樹花を咲かせたアルビノマンドラゴラ
一般的にマンドラゴラの頭部で育った落葉樹は
花の寿命が長く、時が止まった様と称される
しかしこの樹の花や葉は香り高く美味なため
アルビノ種は自ら毟り食べてしまうこともある",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,94,
95,MANDRAGORA_SPECIES_INFO_217,"異国の樹花が満開のアルビノマンドラゴラ
アルビノ種で咲かせることが難しいこの樹を
育て上げるには、非常に高い技術を要する
アルビノ種は香り高い花芽を食べてしまうため
マンドラカラーという器具を取り付けることも","異国の樹花が満開のアルビノマンドラゴラ
アルビノ種で咲かせることが難しいこの樹を
育て上げるには、非常に高い技術を要する
アルビノ種は香り高い花芽を食べてしまうため
マンドラカラーという器具を取り付けることも",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,95,
96,MANDRAGORA_SPECIES_INFO_218,"侵食キノコを成したアルビノマンドラゴラ
侵食による食欲増進の弊害によって
なんでも口に入れ、雑食な動物的側面が強い
しかしその分、何が進化の決め手となるか
分かりづらく、数多の養根家を悩ませている","侵食キノコを成したアルビノマンドラゴラ
侵食による食欲増進の弊害によって
なんでも口に入れ、雑食な動物的側面が強い
しかしその分、何が進化の決め手となるか
分かりづらく、数多の養根家を悩ませている",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,96,
97,MANDRAGORA_SPECIES_INFO_219,"侵食キノコを成したアルビノマンドラゴラ
鮮やかな赤は気が荒く、血の気の多い魔物を
好んで捕食した場合に色づくと言われている
個体自体も気性が激しく、肉をよく好むが
キノコの成長にはバランスの良い栄養が大切","侵食キノコを成したアルビノマンドラゴラ
鮮やかな赤は気が荒く、血の気の多い魔物を
好んで捕食した場合に色づくと言われている
個体自体も気性が激しく、肉をよく好むが
キノコの成長にはバランスの良い栄養が大切",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,97,
98,MANDRAGORA_SPECIES_INFO_220,"侵食キノコを成したアルビノマンドラゴラ
ベルベットのように非常に滑らかで美しく
またこの紫を発色するための肥料も非常に高価
古代の貝塚からは大量の巻貝が発掘されるが
紫色の染料を集め権力者へ捧げたためである","侵食キノコを成したアルビノマンドラゴラ
ベルベットのように非常に滑らかで美しく
またこの紫を発色するための肥料も非常に高価
古代の貝塚からは大量の巻貝が発掘されるが
紫色の染料を集め権力者へ捧げたためである",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,98,
99,MANDRAGORA_SPECIES_INFO_221,"侵食キノコを成したアルビノマンドラゴラ
侵食により食欲の増したアルビノ種は
小型の魔物なら角や牙までも丸呑みするため
角や牙の粉末を絵具の材料とするモローでは
害獣として駆除されることもあるという","侵食キノコを成したアルビノマンドラゴラ
侵食により食欲の増したアルビノ種は
小型の魔物なら角や牙までも丸呑みするため
角や牙の粉末を絵具の材料とするモローでは
害獣として駆除されることもあるという",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,99,
100,MANDRAGORA_SPECIES_INFO_222,"侵食キノコを成したアルビノマンドラゴラ
アルビノ種に生えるキノコは、色は鮮やかだが
無機物が多く含まれており食用には向かない
鮮やかな色及び成分は、アルビノ種が摂取する
小型の魔物などの角や牙が由来している","侵食キノコを成したアルビノマンドラゴラ
アルビノ種に生えるキノコは、色は鮮やかだが
無機物が多く含まれており食用には向かない
鮮やかな色及び成分は、アルビノ種が摂取する
小型の魔物などの角や牙が由来している",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,100,
101,MANDRAGORA_SPECIES_INFO_223,"侵食キノコを成したアルビノマンドラゴラ
牙の多い獣系の魔物が多く生息している地域に
発生しやすいマンドラゴラ
雑多な魔物の牙の硬質成分を溶かす強酸を持つ
美味しそうな見た目に反し取り扱いには要注意","侵食キノコを成したアルビノマンドラゴラ
牙の多い獣系の魔物が多く生息している地域に
発生しやすいマンドラゴラ
雑多な魔物の牙の硬質成分を溶かす強酸を持つ
美味しそうな見た目に反し取り扱いには要注意",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,101,
102,MANDRAGORA_SPECIES_INFO_224,"侵食キノコを成したアルビノマンドラゴラ
フィンダムでは、消し炭など食べ物とは
程遠い物を与えられたマンドラゴラが死ぬと
黒いキノコが生え、うっかり踏んだ主人を
死に至らしめるという寓話が存在する","侵食キノコを成したアルビノマンドラゴラ
フィンダムでは、消し炭など食べ物とは
程遠い物を与えられたマンドラゴラが死ぬと
黒いキノコが生え、うっかり踏んだ主人を
死に至らしめるという寓話が存在する",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,102,
103,MANDRAGORA_SPECIES_INFO_225,"侵食キノコを群生したアルビノマンドラゴラ
アルビノ種はその見た目からノーマル種より
弱い個体だと思われがちだが、実際は多様な
養分によりノーマル種よりも逞しく育ちやすい
群生したキノコは重さ10kg以上もある","侵食キノコを群生したアルビノマンドラゴラ
アルビノ種はその見た目からノーマル種より
弱い個体だと思われがちだが、実際は多様な
養分によりノーマル種よりも逞しく育ちやすい
群生したキノコは重さ10kg以上もある",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,103,
104,MANDRAGORA_SPECIES_INFO_226,"侵食キノコが群生したアルビノマンドラゴラ
血のように赤い目と傘はフィンダムの子供の
恐怖の対象となり、躾によく持ち出されている
しかしレスタニアの覚者によって多くの情報が
もたらされた近年の子供達には効果が薄い","侵食キノコが群生したアルビノマンドラゴラ
血のように赤い目と傘はフィンダムの子供の
恐怖の対象となり、躾によく持ち出されている
しかしレスタニアの覚者によって多くの情報が
もたらされた近年の子供達には効果が薄い",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,104,
105,MANDRAGORA_SPECIES_INFO_227,"侵食キノコが群生したアルビノマンドラゴラ
アルビノ種に生えたマンドラマッシュルームは
人間の食用にもマンドラゴラの餌にもならず
捨てるだけだと思われていたが、最新研究では
その強固さを生かした建材利用が進んでいる","侵食キノコが群生したアルビノマンドラゴラ
アルビノ種に生えたマンドラマッシュルームは
人間の食用にもマンドラゴラの餌にもならず
捨てるだけだと思われていたが、最新研究では
その強固さを生かした建材利用が進んでいる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,105,
106,MANDRAGORA_SPECIES_INFO_228,"侵食キノコを群生したアルビノマンドラゴラ
磨きのかかった尊大さは他の追随を許さず
紫キノコの養根家はストレスで体調を崩すため
年々その数を減らしているという
キノコの多くは上流層の屋敷の床材となる","侵食キノコを群生したアルビノマンドラゴラ
磨きのかかった尊大さは他の追随を許さず
紫キノコの養根家はストレスで体調を崩すため
年々その数を減らしているという
キノコの多くは上流層の屋敷の床材となる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,106,
107,MANDRAGORA_SPECIES_INFO_229,"侵食キノコを群生したアルビノマンドラゴラ
アルビノ種のマンドラマッシュルームは
近年建材としての人気が高まっており
大理石以上の値段に高騰している
最も安い白色でも1株5000Gはするという","侵食キノコを群生したアルビノマンドラゴラ
アルビノ種のマンドラマッシュルームは
近年建材としての人気が高まっており
大理石以上の値段に高騰している
最も安い白色でも1株5000Gはするという",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,107,
108,MANDRAGORA_SPECIES_INFO_230,"侵食キノコを群生したアルビノマンドラゴラ
ノーマル種のマッシュルームと似ているが
水に浸すと、石灰成分によって白く濁るため
誤食事例はほとんど見られない
食した牙の成分により、傘は石のように硬い","侵食キノコを群生したアルビノマンドラゴラ
ノーマル種のマッシュルームと似ているが
水に浸すと、石灰成分によって白く濁るため
誤食事例はほとんど見られない
食した牙の成分により、傘は石のように硬い",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,108,
109,MANDRAGORA_SPECIES_INFO_231,"侵食キノコを群生したアルビノマンドラゴラ
黒いキノコを生やしたアルビノマンドラゴラは
捨てられた彼らが闇に紛れ、人間を闇討ちする
ための姿だという噂が流れている
今際の際に見る白い姿は死神の様だという","侵食キノコを群生したアルビノマンドラゴラ
黒いキノコを生やしたアルビノマンドラゴラは
捨てられた彼らが闇に紛れ、人間を闇討ちする
ための姿だという噂が流れている
今際の際に見る白い姿は死神の様だという",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,109,
110,MANDRAGORA_SPECIES_INFO_232,"雨季に咲く植物が生えたアルビノマンドラゴラ
この植物は土壌成分によって常時色が変化する
酸味成分が青色を強めることが知られているが
アルビノマンドラゴラは根部の酸味が強いため
普通に育てた場合は大抵青色になる","雨季に咲く植物が生えたアルビノマンドラゴラ
この植物は土壌成分によって常時色が変化する
酸味成分が青色を強めることが知られているが
アルビノマンドラゴラは根部の酸味が強いため
普通に育てた場合は大抵青色になる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,110,
111,MANDRAGORA_SPECIES_INFO_233,"雨季に咲く植物が生えたアルビノマンドラゴラ
この植物は土壌成分によって常時色が変化する
苦味成分が赤色を強めることが知られているが
アルビノマンドラゴラは根部の酸味が強いため
赤色にしたい場合は肥料が多く必要になる","雨季に咲く植物が生えたアルビノマンドラゴラ
この植物は土壌成分によって常時色が変化する
苦味成分が赤色を強めることが知られているが
アルビノマンドラゴラは根部の酸味が強いため
赤色にしたい場合は肥料が多く必要になる",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,111,
112,MANDRAGORA_SPECIES_INFO_234,"雨季に咲く植物が生えたアルビノマンドラゴラ
この植物は土壌成分によって常時色が変化する
アルビノマンドラゴラは根部の酸味が強いため
酸味の色変肥料が足りない時に進化しやすい
アルビノ種には毒があるので舐めないよう注意","雨季に咲く植物が生えたアルビノマンドラゴラ
この植物は土壌成分によって常時色が変化する
アルビノマンドラゴラは根部の酸味が強いため
酸味の色変肥料が足りない時に進化しやすい
アルビノ種には毒があるので舐めないよう注意",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,112,
113,MANDRAGORA_SPECIES_INFO_235,"美しい一輪花を咲かせたアルビノマンドラゴラ
日光を好むマンドラローズと日光に弱い
アルビノ種は相反する性質を持つが、花を
人工的に色付けする場合は育成も比較的容易
肥料さえ大量に与えれば咲くが、色合いは微妙","美しい一輪花を咲かせたアルビノマンドラゴラ
日光を好むマンドラローズと日光に弱い
アルビノ種は相反する性質を持つが、花を
人工的に色付けする場合は育成も比較的容易
肥料さえ大量に与えれば咲くが、色合いは微妙",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,113,
114,MANDRAGORA_SPECIES_INFO_236,"美しい一輪花を咲かせたアルビノマンドラゴラ
アルビノ種は傷や衝撃に弱いため茎に生える
棘で怪我をしないよう注意が必要である
アルビノ種で青いマンドラローズを育てるには
栄養豊富な肥料で根部を肥えさせると良い","美しい一輪花を咲かせたアルビノマンドラゴラ
アルビノ種は傷や衝撃に弱いため茎に生える
棘で怪我をしないよう注意が必要である
アルビノ種で青いマンドラローズを育てるには
栄養豊富な肥料で根部を肥えさせると良い",ui\00_message\mandragora\mandragora_species_info.gmd,\ui\uGUIEncyclopedia.arc,uGUIEncyclopedia.arc,114,
